review_id,stars
BNIAM5whOWJ7LaAch9iORg,3.07142857143
NRpBX4UyvuNyssiT6n01Ww,2.31467181467
PTmGUdGB3uFhqyfAWFQjwA,3.62890293369
rXBH7bdWh-y_Bui4DPwXDg,3.83140084171
9r7_Gig9MlOesi9upn3_iw,4.0762685156
N8e1lM3PpMXda8NCwDjXXg,3.53505193887
0DorXwqhi52T3ZO5grPhzA,3.33225225225
b9o_dVOlVeZlMoEBYkay1g,3.53505193887
hopulvB3krQQirExRfpuCg,3.83140084171
inEq3Q-U-SDXQQUVk7mYqA,3.53505193887
IG2CInbE0snsx690yKahsQ,3.2405511811
GjdzF2h0oN7wcMGeDmrwNA,3.33225225225
2vdoacpuFggZ68Wf5SoCHQ,3.62890293369
kcAq576gPEm3jglIMgZ53g,3.33225225225
BUvGNrops6SWhjOiVtZ_iQ,4.29389312977
bGhY9Fg8jH5icXw-eQPdBQ,4.29389312977
SK6NQdqsjAQ5jpjvB9FiTg,3.59157608696
uuDhJoSEabgiCFeK0g1O9A,3.59157608696
6wC0OH98zFLm-SnNOym1OA,3.59157608696
D4xRhG8n8xi4tAI32uXN4A,5.0
q6ZEgOKiGKZbiKWUMml5qw,2.71285714286
1g1zGz41UE8rRkqPiH8tAA,2.98443151439
ZkPH9A9hVrJOyDunzeDR0A,3.62890293369
ab88kWJjJBWM2uMTpC8-ag,2.98443151439
dm1fhx-ldADGSLNC9xPRiA,4.05555555556
MPSEVIkp5Jj5NQVq-zLNWg,3.58353174603
rktSvU8IfZuvtAxp_yCsaA,3.58353174603
asA67eF1cOOjkZLHKht0oA,3.58353174603
MIUPsdURVXIH-bnBo9eRpw,3.58353174603
NPtT3m3bKmcfKCVi-VknAA,4.20710059172
NsbjzxjRrrgnGGKT70CZIQ,4.42088365693
GBd2BkIVuQ40A-08Q1qcTg,2.12524850895
UcW7MWFijnYrW5GdQtDRkw,4.30021726249
DdG707zMf_ZM5uRi83erFA,3.29268292683
crqNxXL1EaQnoVicF9B6Hg,3.72635007195
F5KU-kpXXMJPMRWZsGZ_jw,4.06834518547
DwDFH65S_z4xW1UBXzyEQA,3.15751158173
Yh5zyPwxU1du943Wdx8jqw,4.94328922495
UwtmKFBxw1tE9r4ZHQPl_Q,5.0
3uiTnMXBZ_9eVNkf6i8kjA,5.0
3JBaNXj3xznVvOywwhMx0Q,2.11175115207
mPDnxml9pbvAjOFB4GcNbw,4.69505094614
5S4NR8v4yE27dp2n5vgEdg,3.83140084171
wd80xyrl6KmBQLb2RD5L6w,3.2405511811
7slqusgFJaqwR94ivJ9BPA,2.72069825436
