review_id,stars
BNIAM5whOWJ7LaAch9iORg,4.0
NRpBX4UyvuNyssiT6n01Ww,1.0
PTmGUdGB3uFhqyfAWFQjwA,4.0
N8e1lM3PpMXda8NCwDjXXg,1.0
9r7_Gig9MlOesi9upn3_iw,4.0
rXBH7bdWh-y_Bui4DPwXDg,4.0
2vdoacpuFggZ68Wf5SoCHQ,4.0
kcAq576gPEm3jglIMgZ53g,1.0
0DorXwqhi52T3ZO5grPhzA,1.0
inEq3Q-U-SDXQQUVk7mYqA,1.0
hopulvB3krQQirExRfpuCg,4.0
b9o_dVOlVeZlMoEBYkay1g,1.0
IG2CInbE0snsx690yKahsQ,4.0
GjdzF2h0oN7wcMGeDmrwNA,1.0
BUvGNrops6SWhjOiVtZ_iQ,5.0
bGhY9Fg8jH5icXw-eQPdBQ,5.0
6wC0OH98zFLm-SnNOym1OA,4.0
SK6NQdqsjAQ5jpjvB9FiTg,4.0
uuDhJoSEabgiCFeK0g1O9A,4.0
q6ZEgOKiGKZbiKWUMml5qw,1.0
D4xRhG8n8xi4tAI32uXN4A,5.0
1g1zGz41UE8rRkqPiH8tAA,1.0
ZkPH9A9hVrJOyDunzeDR0A,4.0
ab88kWJjJBWM2uMTpC8-ag,1.0
dm1fhx-ldADGSLNC9xPRiA,5.0
MIUPsdURVXIH-bnBo9eRpw,4.0
asA67eF1cOOjkZLHKht0oA,4.0
rktSvU8IfZuvtAxp_yCsaA,4.0
MPSEVIkp5Jj5NQVq-zLNWg,4.0
NPtT3m3bKmcfKCVi-VknAA,1.0
DdG707zMf_ZM5uRi83erFA,2.0
UcW7MWFijnYrW5GdQtDRkw,5.0
GBd2BkIVuQ40A-08Q1qcTg,5.0
NsbjzxjRrrgnGGKT70CZIQ,1.0
F5KU-kpXXMJPMRWZsGZ_jw,1.0
crqNxXL1EaQnoVicF9B6Hg,5.0
DwDFH65S_z4xW1UBXzyEQA,1.0
UwtmKFBxw1tE9r4ZHQPl_Q,1.0
3uiTnMXBZ_9eVNkf6i8kjA,5.0
Yh5zyPwxU1du943Wdx8jqw,5.0
3JBaNXj3xznVvOywwhMx0Q,1.0
mPDnxml9pbvAjOFB4GcNbw,5.0
5S4NR8v4yE27dp2n5vgEdg,4.0
wd80xyrl6KmBQLb2RD5L6w,4.0
7slqusgFJaqwR94ivJ9BPA,1.0
Hjt4aQPfbBcR8-0EJWFOpQ,4.0
gED0DJfmLIxLbV-qd8OiYw,1.0
2wNozVq7s4XiM0t-qFGeXQ,1.0
9iqSho3yTjYDGAI1UlrwSQ,1.0
tpzZpqAi1aUUn93DAyQTpA,1.0
nmGvrN6U5Lr1zHv7qfLWFw,4.0
lHYd-AMxKi0WPw5vHDP-Vg,1.0
DT9R5v2JT8ahTS7xXV8EVQ,1.0
ivuqxjsBG4k0vknyuLlbFw,4.0
OP6N5qnoEuo3AfTZ0H2L8g,1.0
fsUME7a_2uGdivdrH36x8g,1.0
R71p49rb6euznYhSf-hrOg,5.0
FDjwtb2YQH_VFq0Iavg5jg,4.0
ZqBBDhefIuAIuTiXf6T36g,1.0
IhVbSMCcGaK_S81ufVZ8hw,1.0
qkG_uZYxaoX9z57Oitx4nQ,5.0
ZGwwYaMZVQg0oG_FLJ_GUQ,1.0
gzGXHKhAktjNkI0zhSu-hA,1.0
IlxcHkzU2204RIG0FGyrxw,1.0
Q1ta_jzTIttSVLlhsSzqIQ,1.0
o0HBR-he6S2JkyFLqpCwTQ,5.0
_dOR6OyqsgPVAJkOYnvo3g,1.0
cq4tgl1_4JQ1Db67NuaW3g,4.0
k4LUIhPi276XpwTVg7Mktg,4.0
FkinIMlIs69vgtfQQX8hOQ,1.0
A0hqVsNOR-roSHyu9JMEVw,1.0
Yj4IA2Bv_aCrMO-He5k1lQ,1.0
iID7KgxjmPXT7t1iYrfoxg,1.0
Yn40hJfl_udHqaMqO3LgbQ,1.0
3iOPEjkDrmKQnixRxm8MNQ,1.0
ovNmGVXYNvNvhS5ndk31cg,5.0
3_lfNmhkzUp-cbpNMtow2g,1.0
cwDHrSX-jLrj7Qogu2WyRw,1.0
UPoeClhPfsLXw1CPQO_ELQ,1.0
y1XSGd9vnSeg9ZatQ-jeJA,1.0
1n4LDYiDCZI5brREFiTYmA,4.0
jcRzCy2O6LRuPmS7pEeXYw,1.0
3HjuW5UOCmr7T_46TaNo6w,1.0
3ChS9p6Jy4ss6Ebi2Kp8UQ,1.0
UuhlVOqTzLTEdzGeAPar6Q,1.0
