review_id,stars
BNIAM5whOWJ7LaAch9iORg,3.69691745668
NRpBX4UyvuNyssiT6n01Ww,3.09195085121
PTmGUdGB3uFhqyfAWFQjwA,3.64812414007
N8e1lM3PpMXda8NCwDjXXg,3.49378651677
9r7_Gig9MlOesi9upn3_iw,3.97418731229
rXBH7bdWh-y_Bui4DPwXDg,3.73779151243
2vdoacpuFggZ68Wf5SoCHQ,3.61551782285
kcAq576gPEm3jglIMgZ53g,3.49378651677
0DorXwqhi52T3ZO5grPhzA,3.49378651677
inEq3Q-U-SDXQQUVk7mYqA,3.49378651677
hopulvB3krQQirExRfpuCg,3.81930730549
b9o_dVOlVeZlMoEBYkay1g,3.49378651677
IG2CInbE0snsx690yKahsQ,3.21609043688
GjdzF2h0oN7wcMGeDmrwNA,3.49378651677
BUvGNrops6SWhjOiVtZ_iQ,3.90870290717
bGhY9Fg8jH5icXw-eQPdBQ,3.90870290717
6wC0OH98zFLm-SnNOym1OA,3.7195394867
SK6NQdqsjAQ5jpjvB9FiTg,3.7195394867
uuDhJoSEabgiCFeK0g1O9A,3.7195394867
q6ZEgOKiGKZbiKWUMml5qw,3.04581683108
D4xRhG8n8xi4tAI32uXN4A,4.1944682115
1g1zGz41UE8rRkqPiH8tAA,3.04581683108
ZkPH9A9hVrJOyDunzeDR0A,3.65626803448
ab88kWJjJBWM2uMTpC8-ag,3.05402382569
dm1fhx-ldADGSLNC9xPRiA,3.65408302839
MIUPsdURVXIH-bnBo9eRpw,3.75983290677
asA67eF1cOOjkZLHKht0oA,3.75983290677
rktSvU8IfZuvtAxp_yCsaA,3.75983290677
MPSEVIkp5Jj5NQVq-zLNWg,3.75983290677
NPtT3m3bKmcfKCVi-VknAA,4.45775378993
DdG707zMf_ZM5uRi83erFA,2.89329202378
UcW7MWFijnYrW5GdQtDRkw,4.28721208503
GBd2BkIVuQ40A-08Q1qcTg,3.09708150642
NsbjzxjRrrgnGGKT70CZIQ,4.44225447634
F5KU-kpXXMJPMRWZsGZ_jw,3.97315776937
crqNxXL1EaQnoVicF9B6Hg,3.74133211123
DwDFH65S_z4xW1UBXzyEQA,3.69418675928
UwtmKFBxw1tE9r4ZHQPl_Q,4.89210109445
3uiTnMXBZ_9eVNkf6i8kjA,4.23512263094
Yh5zyPwxU1du943Wdx8jqw,4.87094581678
3JBaNXj3xznVvOywwhMx0Q,2.55339793198
mPDnxml9pbvAjOFB4GcNbw,4.74104669999
5S4NR8v4yE27dp2n5vgEdg,3.76711935849
wd80xyrl6KmBQLb2RD5L6w,3.30247933808
7slqusgFJaqwR94ivJ9BPA,3.43931404923
Hjt4aQPfbBcR8-0EJWFOpQ,3.51424247848
gED0DJfmLIxLbV-qd8OiYw,4.45003574946
2wNozVq7s4XiM0t-qFGeXQ,4.45003574946
9iqSho3yTjYDGAI1UlrwSQ,3.50598108323
tpzZpqAi1aUUn93DAyQTpA,3.50598108323
nmGvrN6U5Lr1zHv7qfLWFw,3.43295612936
lHYd-AMxKi0WPw5vHDP-Vg,2.94386137102
DT9R5v2JT8ahTS7xXV8EVQ,3.50598108323
ivuqxjsBG4k0vknyuLlbFw,3.71010982574
OP6N5qnoEuo3AfTZ0H2L8g,3.50598108323
fsUME7a_2uGdivdrH36x8g,3.50598108323
R71p49rb6euznYhSf-hrOg,4.57417723213
FDjwtb2YQH_VFq0Iavg5jg,3.50598108323
ZqBBDhefIuAIuTiXf6T36g,3.50598108323
IhVbSMCcGaK_S81ufVZ8hw,3.50598108323
qkG_uZYxaoX9z57Oitx4nQ,3.84730614544
ZGwwYaMZVQg0oG_FLJ_GUQ,3.91560962495
gzGXHKhAktjNkI0zhSu-hA,3.49993426019
IlxcHkzU2204RIG0FGyrxw,3.49809668625
Q1ta_jzTIttSVLlhsSzqIQ,3.49809668625
o0HBR-he6S2JkyFLqpCwTQ,3.92153603107
_dOR6OyqsgPVAJkOYnvo3g,3.49809668625
cq4tgl1_4JQ1Db67NuaW3g,3.35092547968
k4LUIhPi276XpwTVg7Mktg,4.05041530986
FkinIMlIs69vgtfQQX8hOQ,3.8974989142
A0hqVsNOR-roSHyu9JMEVw,3.44558269208
Yj4IA2Bv_aCrMO-He5k1lQ,3.02703353563
iID7KgxjmPXT7t1iYrfoxg,3.02703353563
Yn40hJfl_udHqaMqO3LgbQ,3.02703353563
