review_id,stars
BNIAM5whOWJ7LaAch9iORg,3.4105827699
NRpBX4UyvuNyssiT6n01Ww,2.7223512172
PTmGUdGB3uFhqyfAWFQjwA,3.6429618166
rXBH7bdWh-y_Bui4DPwXDg,3.7890385463
9r7_Gig9MlOesi9upn3_iw,4.0296547008
N8e1lM3PpMXda8NCwDjXXg,3.5185296127
0DorXwqhi52T3ZO5grPhzA,3.4171297694
b9o_dVOlVeZlMoEBYkay1g,3.5185296127
hopulvB3krQQirExRfpuCg,3.8297910696
inEq3Q-U-SDXQQUVk7mYqA,3.5185296127
IG2CInbE0snsx690yKahsQ,3.2327975667
GjdzF2h0oN7wcMGeDmrwNA,3.4171297694
2vdoacpuFggZ68Wf5SoCHQ,3.6266608073
kcAq576gPEm3jglIMgZ53g,3.4171297694
BUvGNrops6SWhjOiVtZ_iQ,4.0541103332
bGhY9Fg8jH5icXw-eQPdBQ,4.0541103332
SK6NQdqsjAQ5jpjvB9FiTg,3.6758491829
uuDhJoSEabgiCFeK0g1O9A,3.6758491829
6wC0OH98zFLm-SnNOym1OA,3.6758491829
D4xRhG8n8xi4tAI32uXN4A,4.5928469497
q6ZEgOKiGKZbiKWUMml5qw,2.8748327707
1g1zGz41UE8rRkqPiH8tAA,3.0106199564
ZkPH9A9hVrJOyDunzeDR0A,3.642279393
ab88kWJjJBWM2uMTpC8-ag,3.0154280406
dm1fhx-ldADGSLNC9xPRiA,3.8089137984
MPSEVIkp5Jj5NQVq-zLNWg,3.6750618637
rktSvU8IfZuvtAxp_yCsaA,3.6750618637
asA67eF1cOOjkZLHKht0oA,3.6750618637
MIUPsdURVXIH-bnBo9eRpw,3.6750618637
NPtT3m3bKmcfKCVi-VknAA,4.3340230883
NsbjzxjRrrgnGGKT70CZIQ,4.433129401
GBd2BkIVuQ40A-08Q1qcTg,2.6134349324
UcW7MWFijnYrW5GdQtDRkw,4.2959061498
DdG707zMf_ZM5uRi83erFA,3.0952708331
crqNxXL1EaQnoVicF9B6Hg,3.7355823261
F5KU-kpXXMJPMRWZsGZ_jw,4.0198596357
DwDFH65S_z4xW1UBXzyEQA,3.4522438809
Yh5zyPwxU1du943Wdx8jqw,4.9095545388
UwtmKFBxw1tE9r4ZHQPl_Q,4.9529218488
3uiTnMXBZ_9eVNkf6i8kjA,4.6200402444
3JBaNXj3xznVvOywwhMx0Q,2.3330249252
mPDnxml9pbvAjOFB4GcNbw,4.7178129423
5S4NR8v4yE27dp2n5vgEdg,3.7990532388
wd80xyrl6KmBQLb2RD5L6w,3.2713390255
7slqusgFJaqwR94ivJ9BPA,3.0981556513
Hjt4aQPfbBcR8-0EJWFOpQ,3.4865258045
gED0DJfmLIxLbV-qd8OiYw,4.4883954579
2wNozVq7s4XiM0t-qFGeXQ,4.4883954579
nmGvrN6U5Lr1zHv7qfLWFw,3.4437365784
ivuqxjsBG4k0vknyuLlbFw,3.6681615174
9iqSho3yTjYDGAI1UlrwSQ,3.5253034112
lHYd-AMxKi0WPw5vHDP-Vg,2.8938389457
DT9R5v2JT8ahTS7xXV8EVQ,3.5253034112
IhVbSMCcGaK_S81ufVZ8hw,3.5253034112
OP6N5qnoEuo3AfTZ0H2L8g,3.5253034112
ZqBBDhefIuAIuTiXf6T36g,3.5253034112
R71p49rb6euznYhSf-hrOg,4.7856867978
fsUME7a_2uGdivdrH36x8g,3.2802909058
tpzZpqAi1aUUn93DAyQTpA,3.2802909058
FDjwtb2YQH_VFq0Iavg5jg,3.5253034112
qkG_uZYxaoX9z57Oitx4nQ,3.925025386
ZGwwYaMZVQg0oG_FLJ_GUQ,3.8637002161
gzGXHKhAktjNkI0zhSu-hA,3.5240170532
IlxcHkzU2204RIG0FGyrxw,3.4164906937
Q1ta_jzTIttSVLlhsSzqIQ,3.4164906937
o0HBR-he6S2JkyFLqpCwTQ,3.8750001295
_dOR6OyqsgPVAJkOYnvo3g,3.4164906937
cq4tgl1_4JQ1Db67NuaW3g,3.2943076359
k4LUIhPi276XpwTVg7Mktg,4.0265757011
FkinIMlIs69vgtfQQX8hOQ,3.896340045
A0hqVsNOR-roSHyu9JMEVw,3.3534595138
Yj4IA2Bv_aCrMO-He5k1lQ,3.0056078652
iID7KgxjmPXT7t1iYrfoxg,2.9264355863
Yn40hJfl_udHqaMqO3LgbQ,2.9264355863
3iOPEjkDrmKQnixRxm8MNQ,4.1392541289
ovNmGVXYNvNvhS5ndk31cg,4.1987145336
3_lfNmhkzUp-cbpNMtow2g,4.0166185276
y1XSGd9vnSeg9ZatQ-jeJA,3.9379354618
UPoeClhPfsLXw1CPQO_ELQ,4.0185872845
jcRzCy2O6LRuPmS7pEeXYw,3.9379354618
1n4LDYiDCZI5brREFiTYmA,4.0185872845
cwDHrSX-jLrj7Qogu2WyRw,4.0185872845
3HjuW5UOCmr7T_46TaNo6w,4.0185872845
3ChS9p6Jy4ss6Ebi2Kp8UQ,3.9169473509
GbOb0pQzznoKPZ2ZrOTX1g,3.9379354618
dFQvq9YkLuEXLYTHEfjEmw,4.1315285876
UuhlVOqTzLTEdzGeAPar6Q,3.9379354618
G7Fp9OFxdqlHSiI-T54HTA,4.3676259243
1VyILQ_VnbViF3a7dfAOtw,3.5685597337
Jawli1EUyUD5HmmHyNUo4w,4.0185872845
kIfVd_mWDWAHos3l7QyIpA,3.9760905152
fx8fD_aUKqjMrOcTmFPjFQ,4.0185872845
Ek03XgvQN8Shp2Fn5SDYkQ,4.0185872845
E-JYhs_EPQ6J9diD-kCHlw,3.73923202
nVuac-b8d119YndVcNQuSg,3.7366113219
Np3RBYyE8mHC6di0w2MDUQ,4.4295301482
RUk-fc1FyUEFmn6Ku-foKQ,3.2706906921
2mA_esu8hJfjs5GR1lkLzw,2.5402613654
3zE2sH2ni1yq5fq4qZyhPQ,3.0066468396
zuOzDiXLbqpr6s-cOdhbYQ,2.8850568694
kE286CAwk5G1OOZ9jiaQnQ,2.9274745607
JFZuOVb6JXcFPko8BNgmWA,3.3846761092
Mt__7GfUMBWO5YfvMaqGaw,2.8932073741
O-lHH0bjTLgZJi0dycGG5g,3.7927062361
yjmLa5lZAo93-KA1SANfSA,3.79093085
NgzmLgq7QdKAkR4MmcejfQ,3.7957890565
gKjTf-Kg4n25JM6ThdCGjg,3.2517738339
ZF_HDlB0A0Fm6BCQkOcnYw,4.7876138689
aZlBV46Tf_p47X6EvlCjMQ,3.5411429845
8owzTdXCHtJm2uHPvnwDDQ,3.5027171822
AAmDTwujLCxDT1TXPvgXGQ,3.4986419298
d3n63tPYt5Ycd8WslmPp6Q,3.7957890565
8ZVjWnLLPjcP8lLgEW6u7A,3.4175232756
Epbacb1oPVHzusceiU96LQ,3.8161653182
CCXo36YPt9IvkdOyg3FOsA,3.6293360652
i8Vo4OpRGcAsuRQSbd2iew,4.7876138689
9nPsHn4x1AUbIuSTQb106Q,3.5027171822
ZpPB_piD00QGEX7wG0Q8qg,3.6008092989
m1epDtXrqLLPrkf4GgAu7w,3.6171103082
A2p5lDzgTaNTLwLXkDQTTA,4.021992072
QkUibT9qpfSXsIItBoIJiw,4.6931299285
Rzdcrp59YfoNh_iO9HLbxQ,3.3694643992
w8gF3ImXedC7IymTct3pKw,3.9589689977
Zu8LrZ5OpCENcMolc1ZmIQ,3.6735873377
2GmVGl37WLEZ490Ic-Ws8Q,4.3747279897
xYQwZ3ERzt-Zof6lwLrYbg,4.1404230283
Xh3sGloyyGSyvqmVXJWZ2A,4.9134275618
